iteration,loss,suboptimality,grad_norm,optimizer,problem
66,-0.4980409869117315,0.001959013088268513,0.08852147961412594,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
67,-0.49820143423952434,0.0017985657604756566,0.08481900165589511,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
68,-0.49834874059079687,0.0016512594092031319,0.08127138264366177,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
69,-0.49848398223940354,0.0015160177605964553,0.07787214548467192,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
70,-0.49860814731008674,0.0013918526899132644,0.07461508399548347,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
71,-0.4987221429980764,0.0012778570019236213,0.0714942515709796,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
72,-0.49882680219738845,0.0011731978026115475,0.06850395032730808,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
73,-0.4989228895862521,0.001077110413747917,0.0656387206989262,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
74,-0.4990111072141274,0.0009888927858726082,0.06289333147075674,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
75,-0.4990920996311342,0.0009079003688657883,0.060262770227256915,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
76,-0.4991664585973703,0.0008335414026297006,0.05774223420096186,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
77,-0.4992347274065261,0.0007652725934739202,0.05532712150379513,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
78,-0.49929740485538604,0.00070259514461396,0.053013022725135805,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
79,-0.49935494888822,0.0006450511117799818,0.0507957128813035,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
80,-0.49940777994269064,0.0005922200573093561,0.048671143701761295,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
81,-0.49945628402172393,0.0005437159782760714,0.04663543623795495,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
82,-0.4995008155137875,0.0004991844862125006,0.044684873781292656,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
83,-0.49954169978218166,0.0004583002178183415,0.04281589507733571,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
84,-0.49957923554226213,0.0004207644577378655,0.04102508782381051,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
85,-0.49961369704396347,0.00038630295603653275,0.039309182440571716,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
86,-0.49964533607556855,0.0003546639244314531,0.037665046100140945,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
87,-0.49967438380336593,0.00032561619663407093,0.0360896770079227,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
88,-0.4997010524606347,0.00029894753936532403,0.0345801989216552,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
89,-0.4997255368982981,0.0002744631017019272,0.03313385590008825,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
90,-0.4997480160085753,0.00025198399142467576,0.03174800727130304,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
91,-0.4997686540320336,0.00023134596796642315,0.03042012281148438,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
92,-0.4997876017575889,0.00021239824241109373,0.029147778125345362,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
93,-0.4998049976242254,0.0001950023757745778,0.027928650219768994,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
94,-0.4998209687324807,0.00017903126751928067,0.026760513262585453,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
95,-0.4998356317730887,0.00016436822691129338,0.02564123451874195,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
96,-0.4998490938795646,0.0001509061204353901,0.024568770456445344,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
97,-0.49986145341096155,0.0001385465890384463,0.02354116301616821,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
98,-0.4998728006705175,0.0001271993294825191,0.02255653603570629,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
99,-0.4998832185654436,0.00011678143455640111,0.021613091824761135,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
100,-0.4998927832126747,0.00010721678732528162,0.020709107882793405,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
